AGE,WORKCLASS,EDUCATION,EDUCATIONNUM,MARITALSTATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,HOURSPERWEEK,ABOVE50K,INCOME
24, Private, Some-college,10,Married, Other-service, Wife,White,Female,40,0,30572
56, Private, Bachelors,13,Married, Machine-op-inspct, Husband,White,Male,40,0,30683
19, ?, Some-college,10,Not Married, ?, Own-child,White,Male,40,0,35054
29, Private, 11th,7,Married, Craft-repair, Husband,White,Male,50,0,30640
18, Private, HS-grad,9,Not Married, Sales, Other-relative,White,Female,30,0,30674
43, Private, Some-college,10,Married, Machine-op-inspct, Husband, Black,Male,50,0,30553
43, State-gov, Doctorate,16,Married, Prof-specialty, Unmarried,White,Male,64,1,72103
21, Private, HS-grad,9,Married, Adm-clerical, Husband,White,Male,40,0,30573
51, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,40,0,40385
20, ?, 11th,7,Married, ?, Other-relative,White,Female,39,0,30674
41, Private, Some-college,10,Married, Transport-moving, Husband,White,Male,65,1,61899
45, State-gov, Some-college,10,Married, Prof-specialty, Husband,White,Male,40,1,53341
20, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Female,30,0,30717
28, Private, Bachelors,13,Married, Exec-managerial, Wife,White,Female,60,1,56531
50, Local-gov, Masters,14,Married, Prof-specialty, Wife,White,Female,40,1,53338
47, Private, Bachelors,13,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30555
80, Self-emp-not-inc, 7th-8th,4,Married, Farming-fishing, Not-in-family,White,Male,35,0,33819
47, Self-emp-not-inc, HS-grad,9,Married, Adm-clerical, Wife,White,Female,35,0,30716
19, ?, Some-college,10,Not Married, ?, Own-child,White,Male,84,0,30714
45, Private, HS-grad,9,Married, Sales, Husband,White,Male,50,0,30711
17, Private, 11th,7,Not Married, Handlers-cleaners, Own-child,White,Male,12,0,30735
37, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,50,0,30694
27, Private, Some-college,10,Not Married, Machine-op-inspct, Not-in-family,White,Female,40,0,30727
17, Private, 12th,8,Not Married, Other-service, Own-child,White,Male,16,0,30668
18, Self-emp-not-inc, HS-grad,9,Not Married, Farming-fishing, Own-child,White,Male,40,0,30746
57, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,40,0,30698
26, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,40,0,40044
26, Private, Masters,14,Not Married, Exec-managerial, Own-child,White,Female,40,0,30650
36, Self-emp-not-inc, Bachelors,13,Married, Prof-specialty, Husband,White,Male,45,1,112670
51, Private, HS-grad,9,Married, Farming-fishing, Husband,White,Male,80,1,63558
38, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,40,0,41759
77, ?, 5th-6th,3,Married, ?, Husband,White,Male,20,0,30637
51, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,40,1,70930
24, Private, 11th,7,Not Married, Handlers-cleaners, Not-in-family,White,Male,40,0,41430
35, Private, HS-grad,9,Not Married, Farming-fishing, Not-in-family,White,Male,65,0,35383
35, ?, 10th,6,Not Married, ?, Not-in-family,White,Male,99,0,30734
51, Self-emp-inc, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,61454
28, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,81673
37, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,0,30620
43, Private, HS-grad,9,Married, Exec-managerial, Husband,White,Male,40,0,36087
23, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Male,30,0,30693
42, Private, Bachelors,13,Married, Sales, Wife,White,Female,40,0,45879
58, Private, Some-college,10,Married, Adm-clerical, Wife,White,Female,40,1,58826
52, Local-gov, HS-grad,9,Married, Other-service, Wife, Black,Female,20,0,35817
29, Private, HS-grad,9,Not Married, Sales, Not-in-family, Amer-Indian-Eskimo,Female,50,0,30584
27, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,60,0,30671
28, Private, Some-college,10,Not Married, Adm-clerical, Own-child, Black,Female,40,0,36869
59, Private, Assoc-acdm,12,Married, Craft-repair, Husband,White,Male,20,1,81273
28, Private, HS-grad,9,Not Married, Handlers-cleaners, Own-child,White,Male,40,0,30569
24, Private, Some-college,10,Not Married, Craft-repair, Not-in-family,White,Male,40,0,41718
20, Private, 10th,6,Married, Handlers-cleaners, Not-in-family,White,Male,40,0,30550
54, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,96257
65, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Male,25,0,30740
18, ?, Some-college,10,Not Married, ?, Own-child,White,Male,30,0,34997
38, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,1,72755
29, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,30674
27, Private, HS-grad,9,Not Married, Adm-clerical, Own-child, Black,Female,40,0,30551
36, Private, Masters,14,Married, Other-service, Husband,White,Male,40,0,30630
55, State-gov, HS-grad,9,Married, Protective-serv, Husband,White,Male,40,0,30558
22, Private, 5th-6th,3,Not Married, Machine-op-inspct, Not-in-family,White,Male,30,0,30739
28, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,45190
20, Private, Some-college,10,Not Married, Sales, Own-child,White,Female,30,0,30675
24, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,40,0,30630
36, Private, Masters,14,Married, Exec-managerial, Husband,White,Male,50,1,53312
68, Self-emp-inc, HS-grad,9,Married, Sales, Husband,White,Male,40,0,30563
49, Self-emp-not-inc, HS-grad,9,Not Married, Sales, Not-in-family,White,Male,50,1,67101
18, Private, 7th-8th,4,Not Married, Machine-op-inspct, Own-child,White,Male,40,0,30703
50, Self-emp-not-inc, Doctorate,16,Not Married, Prof-specialty, Not-in-family,White,Female,60,1,57432
37, Private, 12th,8,Not Married, Priv-house-serv, Unmarried, Black,Female,40,0,30568
60, Private, Masters,14,Married, Exec-managerial, Husband,White,Male,50,1,87994
43, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,30628
43, Self-emp-inc, Doctorate,16,Married, Prof-specialty, Wife,White,Female,70,1,100321
17, Private, 11th,7,Not Married, Priv-house-serv, Own-child,White,Female,9,0,30665
43, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Female,50,0,33044
39, Private, Some-college,10,Married, Sales, Husband,White,Male,26,0,36610
21, Self-emp-not-inc, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,15,0,30722
42, Self-emp-not-inc, Doctorate,16,Not Married, Prof-specialty, Not-in-family,White,Male,7,0,30742
48, Self-emp-not-inc, Some-college,10,Married, Farming-fishing, Husband,White,Male,60,1,53388
56, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,45,1,56837
21, Private, Assoc-acdm,12,Not Married, Other-service, Own-child,White,Female,30,0,33599
28, Local-gov, Assoc-acdm,12,Married, Protective-serv, Husband, Asian-Pac-Islander,Male,40,1,53211
39, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,66956
40, Private, 7th-8th,4,Married, Sales, Husband,White,Male,40,0,30741
38, Local-gov, Assoc-acdm,12,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30558
59, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,36,1,86564
51, Federal-gov, HS-grad,9,Married, Tech-support, Husband,White,Male,40,0,30566
19, Private, HS-grad,9,Not Married, Handlers-cleaners, Own-child,White,Male,16,0,30724
23, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family,White,Female,40,0,30586
31, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30708
42, Private, Assoc-acdm,12,Married, Prof-specialty, Husband, Black,Male,40,0,30550
43, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,70383
45, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,55,1,125903
34, Private, Some-college,10,Married, Machine-op-inspct, Husband,White,Male,35,0,37261
21, Private, HS-grad,9,Not Married, Machine-op-inspct, Own-child,White,Male,30,0,33895
34, Private, Some-college,10,Married, Exec-managerial, Husband,White,Male,40,1,69725
55, Self-emp-inc, Some-college,10,Married, Sales, Husband,White,Male,40,1,119652
30, Private, Assoc-voc,11,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30629
29, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,48,0,36659
19, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,20,0,30708
45, Self-emp-not-inc, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,35,0,37503
42, Private, Bachelors,13,Married, Other-service, Husband, Asian-Pac-Islander,Male,72,1,53209
32, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Female,40,0,30645
90, Self-emp-not-inc, Some-college,10,Married, Farming-fishing, Husband,White,Male,40,0,30631
44, State-gov, Bachelors,13,Married, Protective-serv, Husband,White,Male,44,1,53380
34, Self-emp-not-inc, HS-grad,9,Married, Prof-specialty, Husband,White,Male,40,1,81016
35, Private, 12th,8,Not Married, Other-service, Not-in-family,White,Female,30,0,42856
39, Self-emp-not-inc, Some-college,10,Not Married, Craft-repair, Not-in-family,White,Male,25,0,46499
29, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family, Black,Male,40,0,30651
24, Private, HS-grad,9,Not Married, Other-service, Unmarried,White,Female,32,0,30686
49, Private, Some-college,10,Married, Other-service, Husband,White,Male,17,0,30693
52, Self-emp-not-inc, Some-college,10,Married, Craft-repair, Husband, Asian-Pac-Islander,Male,40,1,58611
54, Private, Bachelors,13,Married, Exec-managerial, Husband, Asian-Pac-Islander,Male,60,1,102238
31, Private, 9th,5,Not Married, Transport-moving, Not-in-family,White,Male,40,0,37549
44, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Female,50,0,33327
18, ?, Some-college,10,Not Married, ?, Own-child,White,Female,30,0,30596
27, Self-emp-not-inc, HS-grad,9,Married, Sales, Husband,White,Male,40,0,30704
24, Private, HS-grad,9,Not Married, Handlers-cleaners, Own-child,White,Male,40,0,30551
30, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,60,0,30654
27, Private, Some-college,10,Not Married, Exec-managerial, Own-child,White,Female,40,0,30551
34, State-gov, Bachelors,13,Married, Adm-clerical, Husband,White,Male,20,0,41066
25, State-gov, Some-college,10,Married, Exec-managerial, Wife,White,Female,19,0,33047
39, Private, HS-grad,9,Not Married, Exec-managerial, Unmarried,White,Female,40,0,35671
28, Private, Some-college,10,Married, Tech-support, Husband,White,Male,40,1,53340
51, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,70,0,45329
21, ?, HS-grad,9,Married, ?, Other-relative,White,Female,35,0,30579
33, Private, Some-college,10,Not Married, Sales, Not-in-family, Asian-Pac-Islander,Male,26,0,30167
27, Private, Assoc-voc,11,Not Married, Handlers-cleaners, Own-child,White,Female,38,0,30737
29, Private, HS-grad,9,Not Married, Exec-managerial, Not-in-family,White,Male,40,0,30646
33, State-gov, 10th,6,Married, Handlers-cleaners, Husband,White,Male,40,0,39783
37, Private, HS-grad,9,Married, Sales, Husband,White,Male,50,1,109732
20, Private, HS-grad,9,Not Married, Handlers-cleaners, Own-child,White,Male,40,0,33421
24, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,40,0,30676
29, Private, HS-grad,9,Not Married, Other-service, Own-child,White,Female,35,0,30698
31, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,45,1,53226
41, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,30743
42, Self-emp-not-inc, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,30689
20, Private, Some-college,10,Not Married, Sales, Not-in-family,White,Female,30,0,30726
54, Private, 9th,5,Not Married, Craft-repair, Unmarried,White,Male,40,0,30632
55, Private, Bachelors,13,Married, Craft-repair, Unmarried,White,Female,55,0,30588
21, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,32,0,30679
52, Private, Assoc-voc,11,Married, Exec-managerial, Husband,White,Male,45,1,81690
19, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Male,40,0,39386
33, Private, Assoc-voc,11,Married, Craft-repair, Husband, Black,Male,40,0,30593
22, Private, HS-grad,9,Not Married, Other-service, Unmarried, Black,Female,35,0,30684
59, Private, HS-grad,9,Not Married, Exec-managerial, Unmarried,White,Female,38,0,30585
17, ?, 10th,6,Not Married, ?, Own-child,White,Male,40,0,30671
31, Private, 12th,8,Not Married, Sales, Own-child,White,Male,32,0,30572
74, Self-emp-not-inc, HS-grad,9,Married, Sales, Husband,White,Male,40,1,97447
45, Private, 10th,6,Not Married, Other-service, Unmarried, Black,Female,40,0,30558
36, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,39360
35, Self-emp-inc, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,60,0,30627
45, Private, Some-college,10,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30569
42, Self-emp-not-inc, HS-grad,9,Not Married, Farming-fishing, Own-child,White,Male,85,0,45835
50, State-gov, Masters,14,Not Married, Prof-specialty, Unmarried,White,Female,40,0,30711
39, Private, HS-grad,9,Not Married, Exec-managerial, Other-relative,White,Female,40,0,36735
44, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,45,0,30730
52, Private, 1st-4th,2,Married, Farming-fishing, Husband,White,Male,56,1,61560
24, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,43,0,46318
56, Self-emp-inc, 9th,5,Married, Transport-moving, Husband,White,Male,99,0,30684
27, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,50,1,106604
47, Self-emp-inc, Bachelors,13,Married, Exec-managerial, Husband,White,Male,45,1,61921
40, Self-emp-not-inc, Prof-school,15,Married, Prof-specialty, Husband, Amer-Indian-Eskimo,Male,60,1,98268
38, Private, HS-grad,9,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30552
27, Private, Assoc-voc,11,Not Married, Sales, Not-in-family,White,Female,40,0,30636
52, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,38,0,30699
22, Private, HS-grad,9,Not Married, Sales, Own-child,White,Male,40,0,30745
41, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,30680
30, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,20,0,30663
55, Private, Bachelors,13,Married, Other-service, Other-relative, Asian-Pac-Islander,Male,35,0,31802
25, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Male,40,0,30594
32, Private, Bachelors,13,Married, Prof-specialty, Other-relative,White,Male,40,0,30731
28, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Female,60,0,30730
33, Self-emp-inc, HS-grad,9,Married, Exec-managerial, Husband,White,Male,50,0,36325
17, Private, HS-grad,9,Not Married, Farming-fishing, Own-child, Black,Male,40,0,30670
27, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,0,36468
55, Private, Assoc-voc,11,Married, Machine-op-inspct, Husband,White,Male,20,0,30747
63, Federal-gov, Some-college,10,Married, Tech-support, Husband,White,Male,18,1,53287
39, Private, HS-grad,9,Married, Other-service, Wife,White,Female,40,0,42026
51, Federal-gov, Doctorate,16,Married, Prof-specialty, Husband,White,Male,52,1,53355
67, Self-emp-not-inc, 7th-8th,4,Married, Craft-repair, Husband,White,Male,40,0,30574
41, Self-emp-inc, Bachelors,13,Married, Exec-managerial, Husband,White,Male,72,0,35589
27, Private, HS-grad,9,Married, Craft-repair, Unmarried,White,Female,26,0,30676
54, Private, Masters,14,Married, Exec-managerial, Husband,White,Male,45,1,53243
59, Private, 10th,6,Married, Transport-moving, Husband, Black,Male,40,1,67734
18, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,25,0,30694
19, Private, HS-grad,9,Not Married, Craft-repair, Own-child,White,Male,20,0,30711
31, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,50,0,30555
17, Private, 11th,7,Not Married, Other-service, Own-child,White,Female,7,0,30659
42, Private, HS-grad,9,Married, Tech-support, Husband, Asian-Pac-Islander,Male,40,1,71974
37, Private, Some-college,10,Married, Prof-specialty, Not-in-family,White,Female,30,0,37612
51, Local-gov, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30646
48, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,34224
23, Private, HS-grad,9,Not Married, Transport-moving, Own-child,White,Male,40,0,30570
27, Private, Assoc-voc,11,Married, Sales, Husband,White,Male,45,0,30584
25, Private, HS-grad,9,Not Married, Handlers-cleaners, Own-child,White,Male,40,0,37049
69, Private, Assoc-acdm,12,Not Married, Adm-clerical, Not-in-family,White,Female,6,0,44229
30, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,44,0,40143
33, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,35,0,30631
28, Private, HS-grad,9,Not Married, Handlers-cleaners, Own-child,White,Male,48,0,30661
45, Private, 5th-6th,3,Married, Machine-op-inspct, Husband,White,Male,40,0,45852
25, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Male,15,0,30616
37, Private, Assoc-voc,11,Married, Craft-repair, Husband,White,Male,45,1,50208
59, Private, Preschool,1,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,0,40170
26, Private, HS-grad,9,Not Married, Other-service, Own-child,White,Female,30,0,34259
48, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Female,25,0,30650
64, Federal-gov, HS-grad,9,Married, Adm-clerical, Husband,White,Male,40,0,30725
39, Private, Bachelors,13,Married, Tech-support, Husband,White,Male,50,0,30632
24, Private, Bachelors,13,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,30564
40, State-gov, Masters,14,Not Married, Exec-managerial, Not-in-family,White,Female,35,0,30582
46, Private, Masters,14,Married, Exec-managerial, Not-in-family,White,Male,70,1,79674
35, Federal-gov, Some-college,10,Married, Protective-serv, Husband, Black,Male,40,1,119214
43, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,40,1,120417
31, Private, HS-grad,9,Not Married, Transport-moving, Not-in-family,White,Male,40,0,30733
22, Private, Some-college,10,Not Married, Adm-clerical, Not-in-family,White,Female,25,0,46231
35, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,30,0,30587
35, Private, HS-grad,9,Not Married, Transport-moving, Not-in-family,White,Male,50,0,30551
35, State-gov, Some-college,10,Not Married, Tech-support, Unmarried,White,Female,40,0,30631
40, Private, Prof-school,15,Married, Prof-specialty, Husband,White,Male,40,1,57497
50, Private, Masters,14,Not Married, Prof-specialty, Unmarried,White,Female,40,0,38452
48, Self-emp-not-inc, Prof-school,15,Not Married, Prof-specialty, Unmarried,White,Male,63,1,83672
70, ?, Masters,14,Married, ?, Husband,White,Male,8,0,30615
46, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,40059
36, Private, HS-grad,9,Not Married, Machine-op-inspct, Unmarried,White,Female,38,0,30703
37, State-gov, Bachelors,13,Married, Prof-specialty, Husband,White,Male,36,1,54464
24, Private, 9th,5,Married, Sales, Husband,White,Male,45,0,30674
47, Local-gov, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,70,0,30716
35, Self-emp-not-inc, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,50,0,30692
43, Private, Bachelors,13,Married, Adm-clerical, Husband, Asian-Pac-Islander,Male,40,0,30631
18, State-gov, 11th,7,Not Married, Other-service, Own-child,White,Male,20,0,30560
54, Private, HS-grad,9,Married, Other-service, Husband,White,Male,50,0,30630
62, Private, HS-grad,9,Not Married, Other-service, Other-relative, Black,Female,38,0,30681
36, Private, Bachelors,13,Married, Craft-repair, Husband,White,Male,48,1,120555
27, Private, 9th,5,Married, Farming-fishing, Husband, Amer-Indian-Eskimo,Male,40,0,30647
23, Private, Some-college,10,Not Married, Adm-clerical, Other-relative, Asian-Pac-Islander,Male,14,0,30731
61, ?, Bachelors,13,Married, ?, Husband,White,Male,15,1,60861
39, Self-emp-not-inc, Bachelors,13,Not Married, Craft-repair, Not-in-family, Black,Male,60,0,30619
33, Self-emp-not-inc, 5th-6th,3,Married, Craft-repair, Husband,White,Male,50,1,64934
28, Private, 1st-4th,2,Not Married, Machine-op-inspct, Not-in-family,White,Female,40,0,45958
22, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Male,20,0,42339
31, Self-emp-not-inc, Assoc-voc,11,Married, Farming-fishing, Husband,White,Male,60,1,53360
26, Private, Bachelors,13,Not Married, Other-service, Not-in-family,White,Male,30,0,45357
44, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,50,1,53397
73, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,30,0,30691
44, Private, Bachelors,13,Not Married, Sales, Unmarried,White,Female,35,0,42795
35, Private, Assoc-voc,11,Not Married, Exec-managerial, Not-in-family,White,Male,45,0,40214
33, Private, Bachelors,13,Married, Other-service, Wife,White,Female,40,0,30641
27, Private, Bachelors,13,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30629
47, Federal-gov, Bachelors,13,Married, Protective-serv, Husband, Black,Male,50,1,53343
29, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,45,1,70247
33, Private, Some-college,10,Married, Other-service, Wife,White,Female,26,0,46178
50, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Female,15,0,30661
32, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,40,0,30639
41, Self-emp-not-inc, Masters,14,Not Married, Handlers-cleaners, Unmarried,White,Male,40,0,30668
19, ?, Some-college,10,Not Married, ?, Own-child,White,Female,35,0,30657
45, Private, HS-grad,9,Married, Sales, Husband,White,Male,60,1,53218
65, Private, HS-grad,9,Married, Adm-clerical, Not-in-family,White,Female,36,0,30554
42, State-gov, Some-college,10,Not Married, Tech-support, Unmarried,White,Female,40,0,30706
33, Self-emp-not-inc, Bachelors,13,Married, Prof-specialty, Husband, Black,Male,25,1,53332
32, Private, Bachelors,13,Married, Sales, Husband,White,Male,60,1,74650
42, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,40,1,81625
49, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Female,45,1,63700
38, Private, HS-grad,9,Married, Protective-serv, Own-child,White,Male,45,0,30644
38, Private, Some-college,10,Married, Exec-managerial, Husband,White,Male,50,0,30637
37, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,52,0,30739
24, Private, Some-college,10,Not Married, Machine-op-inspct, Not-in-family,White,Male,30,0,30673
27, Self-emp-not-inc, Some-college,10,Not Married, Sales, Not-in-family,White,Male,50,0,30651
25, Private, 9th,5,Married, Adm-clerical, Unmarried, Asian-Pac-Islander,Female,40,0,30674
29, Private, HS-grad,9,Married, Sales, Husband,White,Male,50,0,30662
46, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,70,0,30704
44, Self-emp-inc, HS-grad,9,Married, Transport-moving, Husband,White,Male,96,0,39877
26, Private, Bachelors,13,Not Married, Sales, Not-in-family, Asian-Pac-Islander,Female,40,0,34394
46, Local-gov, Assoc-acdm,12,Married, Protective-serv, Husband,White,Male,49,1,84166
38, Private, Some-college,10,Not Married, Exec-managerial, Unmarried,White,Male,40,0,44932
38, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,34757
22, State-gov, Bachelors,13,Married, Exec-managerial, Husband,White,Male,20,0,30715
33, Private, Some-college,10,Not Married, Sales, Not-in-family,White,Male,40,0,34739
50, Private, Assoc-acdm,12,Not Married, Adm-clerical, Not-in-family, Asian-Pac-Islander,Male,40,0,30703
31, Local-gov, HS-grad,9,Married, Protective-serv, Husband,White,Male,41,1,53205
26, Self-emp-not-inc, Some-college,10,Not Married, Prof-specialty, Not-in-family,White,Female,4,0,30677
42, Private, Some-college,10,Married, Handlers-cleaners, Husband,White,Male,38,0,30682
27, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30585
34, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,45,1,114543
64, Private, HS-grad,9,Married, Protective-serv, Husband,White,Male,40,0,30638
43, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,30592
39, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,42840
47, Self-emp-not-inc, Prof-school,15,Not Married, Prof-specialty, Not-in-family,White,Male,40,1,53314
56, Private, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Male,66,0,43550
25, Local-gov, Masters,14,Not Married, Prof-specialty, Own-child,White,Male,20,0,38365
60, State-gov, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,35,0,39758
52, Private, HS-grad,9,Married, Sales, Husband,White,Male,44,0,30742
43, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Male,16,0,37138
46, Private, Bachelors,13,Not Married, Adm-clerical, Unmarried, Asian-Pac-Islander,Female,40,0,36109
19, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,30,0,30648
56, Private, 7th-8th,4,Not Married, Farming-fishing, Unmarried, Black,Female,20,0,32674
22, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,41970
28, Private, 11th,7,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30600
39, Private, 5th-6th,3,Not Married, Sales, Unmarried, Black,Female,30,0,31474
28, Private, Some-college,10,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30612
31, Private, Bachelors,13,Married, Sales, Husband,White,Male,50,1,106841
22, Private, HS-grad,9,Not Married, Other-service, Own-child,White,Female,35,0,30610
39, Private, HS-grad,9,Married, Machine-op-inspct, Husband, Asian-Pac-Islander,Male,40,1,87480
39, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,81463
28, Self-emp-not-inc, 11th,7,Not Married, Craft-repair, Not-in-family,White,Male,40,0,34811
67, ?, HS-grad,9,Married, ?, Husband,White,Male,11,0,45579
31, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,35,0,30625
50, Private, Bachelors,13,Married, Sales, Husband,White,Male,40,0,30697
34, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,46,0,30661
48, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,40,1,69478
51, Private, Bachelors,13,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30601
54, Private, HS-grad,9,Married, Sales, Husband,White,Male,40,0,38964
44, Private, Assoc-voc,11,Not Married, Transport-moving, Not-in-family,White,Male,40,0,30678
20, Private, Some-college,10,Not Married, Sales, Own-child, Black,Female,20,0,31195
37, Private, HS-grad,9,Married, Other-service, Husband, Black,Male,40,0,30707
38, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,40,0,30739
59, Federal-gov, Assoc-acdm,12,Married, Farming-fishing, Husband, Black,Male,40,0,30687
59, Self-emp-not-inc, Bachelors,13,Married, Prof-specialty, Husband,White,Male,50,0,30664
51, Private, Some-college,10,Not Married, Craft-repair, Not-in-family,White,Male,48,1,96186
60, ?, Bachelors,13,Married, ?, Husband, Black,Male,40,0,30676
29, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,40,0,30606
37, Private, Some-college,10,Not Married, Machine-op-inspct, Not-in-family,White,Female,40,0,30726
42, Private, 10th,6,Married, Craft-repair, Husband,White,Male,35,0,30692
28, Self-emp-inc, Bachelors,13,Married, Prof-specialty, Husband,White,Male,50,1,53307
34, Private, HS-grad,9,Not Married, Sales, Own-child,White,Female,40,0,30569
50, Self-emp-not-inc, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,53358
